title,date,content
Vía libre: el FC Barcelona tiene un rival menos por Joshua Kimmich,25/09,"Agente libre en 2025 si no estira su lazo con el Bayern Múnich, Joshua Kimmich está llamado a ser uno de los protagonistas del próximo periodo estival de traspasos. Una ocasión de mercado que se mantiene en la lista de futuribles del FC Barcelona. "
Ya hay alineaciones de Niza y Real Sociedad,25/09, 
Tottenham | Heung-min Son no despeja la incógnita de su futuro,25/09, 
El regreso del mejor Christopher Nkunku plantea un dilema al Chelsea,25/09,"Autor de un hat-trick el martes por la noche en la Copa de la Liga, Christopher Nkunku plantea un verdadero problema de lujo a Enzo Maresca, que ya lucha por utilizar todas las armas ofensivas a su disposición. De hecho, el francés vuelve a estar presente en el radar de Deschamps y sabe aprovechar las oportunidades que se le ofrecen. "
¡Gareth Southgate ya espera a un grande de Europa!,25/09, 
¡Carlo Ancelotti toma una decisión inesperada con su futuro!,25/09,"Ahora mismo parece haber otros asuntos seguramente más importantes y prioritarios en el seno del Real Madrid, por eso sorprende sin duda esta decisión que ahora trasciende de Carlo Ancelotti y que podría acabar de tomar. "
Miralem Pjanic encuentra nuevo destino,25/09, 
"Neymar, un ruinoso negocio de casi 300 M€",25/09,El delantero brasileño marchaba a Arabi Saudí en 2023 pero una lesión grave ha condicionado su primer año de estancia. Ahora en el club saudita comienzan a cuestionarse seriamente la idoneidad de ese fichaje en su momento. 
Mario Götze relata el gran error de su carrera deportiva,25/09, 
¡El FC Barcelona cierra al fin el fichaje de Wojciech Szcesny!,25/09,El portero polaco será el elegido para suplir a Marc-André ter Stegen. Se han acelerado los acontecimientos en las últimas horas y los catalanes han conseguido al fin encarrilar la llegada de este guardameta para que ocupe la portería hasta fin de temporada. 
¡El sorprendente anuncio de Wojciech Szczesny!,25/09, 
Uno ya ha renovado: las cinco patatas calientes del Real Madrid ,25/09,Cinco futbolistas del Real Madrid afrontan su último año de contrato. ¿Qué miembros de este quinteto renovarán y cuáles tendrán que irse en 2025? Lo repasamos.  
"""No creo que Alexander-Arnold pueda rechazar al Real Madrid""",25/09, 
Manchester United y Newcastle acechan a un talento del FC Barcelona,25/09,"Aunque se encuentra lesionado de gravedad y es factible que no vuelva a pisar un terreno de juego hasta el curso que viene, dos importantes clubes de la Premier League han lanzado sus redes sobre Marc Bernal. El jugador, por ahora, no tiene intención de cambiar de aires. "
El Everton ya baraja 3 recambios para Sean Dyche,25/09, 
"Athletic Club | Gorka Guruzeta, un artillero letal",25/09, 
Es la guerra: el Borussia Dortmund quiere robar un fichaje de 80 millones al Bayern Múnich,25/09,"Borussia Dortmund y Bayern Múnich mueven ficha para reforzarse. Los dos gigantes alemanes batallan por una de las grandes joyas de la Bundesliga, por lo que se prepara una batalla espectacular.  "
La idea loca de Gary Neville para revolucionar el fútbol,25/09, 
"¡Erling Haaland, tras los pasos de Cristiano Ronaldo!",25/09,"Auténtico caníbal con unos registros espectaculares en todos los equipos por los que ha pasado, el delantero noruego Erling Haaland ha igualado un sensacional registro de Cristiano Ronaldo.  "
Wojciech Szczesny responde al interés del FC Barcelona,25/09, 
El Manchester City baraja 4 recambios para Rodri,25/09,"Tras asumir que Rodri pasará una larga temporada en el dique seco, el Manchester City ha comenzado a valorar la posibilidad de reclutar un nuevo mediocentro. El donostiarra Martín Zubimendi despunta como alternativa.  "
El Real Madrid confirma la lesión de Kylian Mbappé,25/09, 
"Diego Simeone: ""Sólo los futbolistas pueden generar un cambio""",25/09, 
"Diogo Costa, opción a largo plazo para la portería del FC Barcelona",25/09,"De cara al futuro, el FC Barcelona valora lanzar sus redes sobre Diogo Costa, arquero que milita en el Oporto. Los culés le consideran idóneo para convertirse en el heredero del alemán Marc-André ter Stegen.  "
El emotivo mensaje del Real Madrid a Raphaël Varane tras su retirada,25/09, 
Lamine Yamal frenó un fichaje del FC Barcelona,25/09,"La impresionante irrupción de Lamine Yamal en el primer equipo resultó decisiva para que el FC Barcelona dejase a un lado su idea de contratar al talentoso Estevao Willian. Finalmente, el canarinho acabó comprometiéndose con el Chelsea.  "
Se confirma el alcance de la lesión de Rodri Hernández,25/09, 
Real Madrid | Un nuevo y duro rival en la puja por Florian Wirtz,25/09,"Señalado como uno de los grandes anhelos del Real Madrid de cara al curso que viene, el alemán Florian Wirtz también ha logrado abrirse paso en la agenda del Arsenal. Los gunners, además, parecen dispuestos a realizar un importante esfuerzo para reclutarle. "
Nuevo entrenador para el Cartagena,25/09, 
"Susto de última hora para el Real Madrid, una oportunidad para Iñaki Peña, el Valencia se queda a medias",25/09,"Un día más, Fichajes.com te ofrece la oportunidad de repasar las portadas de los principales diarios deportivos europeos. La ajustada victoria del Real Madrid ante el Deportivo Alavés o la titularidad de Iñaki Peña en el FC Barcelona son algunos de los temas que hoy marcan la actualidad. "
La solución de Pep Guardiola para sustituir a Rodri en el Manchester City,25/09, 
Raphaël Varane cuelga las botas,25/09, 
FC Barcelona | Hansi Flick escoge al recambio de Ter Stegen,25/09,"Durante la reunión que ayer mantuvo con la directiva, el técnico del FC Barcelona, el alemán Hansi Flick, señaló al polaco Wojciech Szczesny como el recambio idóneo para el lesionado Marc-André ter Stegen. El costarricense Keylor Navas figura como alternativa. "
El Cartagena se queda sin técnico,25/09, 
El Arsenal responde al interés del Real Madrid en William Saliba,25/09,"Consciente del interés que suscita en un club de la talla del Real Madrid, el Arsenal ya se ha apresurado a comunicar al cuadro blanco que no tiene intención alguna de traspasar al zaguero. Ni siquiera un hipotético trueque con el brasileño Rodrygo le haría cambiar de opinión. "
Athletic Club | La fidelidad de Julen Agirrezabala,25/09, 
Un bastión defensivo que sostiene al Arsenal,25/09,"Mikel Arteta ha conseguido construir un bloque realmente sólido al frente de un Arsenal que viene de culminar un ejercicio de supervivencia en el campo del Manchester City. En cuanto a la escuadra londinense, aspira con creces a suceder a los Sky Blues en el trono de la Premier League. "
¡Raphaël Varane podría anunciar su retirada!,25/09, 
La vía que el Manchester United mantiene activa para su medular,25/09,"A la caza y captura de más efectivos para su proyecto, el Manchester United está pendiente de las oportunidades que brinda el mercado de fichajes. En esta ocasión, desde Inglaterra insisten con una alternativa a abordar con detenimiento para su sala de máquinas. "
AC Milan | El agente de Ismaël Bennacer alude a los rumores,25/09, 
"""El Manchester United es el más grande del mundo""",24/09, 
Dos campeones de Europa se enzarzan por Victor Boniface,24/09,"Victor Boniface se ha consolidado como uno de los referentes del proyecto de un Bayer Leverkusen con el que ha reinado en Alemania. Puntal de la parcela ofensiva del equipo de Xabi Alonso, este delantero está haciendo las delicias de dos grandes clubes del Viejo Continente. "
Real Madrid | Carlo Ancelotti alude a las molestias de Kylian Mbappé,24/09, 
Liga | Vinícius y Mbappé se divierten con un Real Madrid que evita un susto,24/09,"El Real Madrid ha superado a un Deportivo Alavés que se ha visto desbordado durante casi todo el partido por el huracán ofensivo de Vinícius y Kylian Mbappé. Dos futbolistas que se van entendiendo cada vez mejor, mientras que Lucas Vázquez y Rodrygo también aportarían su granito de arena. Aun así, el conjunto merengue sufriría en los últimos instantes por los zarpazos de Carlos Protesoni y Kike García. "
Neymar desvela su favorito para el Balón de Oro,24/09, 
Los dos refuerzos en los que trabaja el Real Madrid,24/09,"El Real Madrid desea seguir dando forma a la confección de su plantilla. Por tanto, la entidad presidida por Florentino Pérez estaría trabajando ya en diferentes perfiles para potenciar al máximo el equipo de Carlo Ancelotti. Y parece que desea fortalecer dos posiciones específicas. "
El Sevilla blinda a García Pimienta,24/09, 
Acercan a Trent Alexander-Arnold hacia el Real Madrid,24/09, 
Kieran Trippier irrumpe en el horizonte del AC Milan,24/09,"Desde Inglaterra aseguran que Kieran Trippier tiene la intención de cambiar de aires más pronto que tarde. En las filas del Newcastle United, el lateral se ha abierto paso en la órbita de un AC Milan que podría pescar en río revuelto en The Magpies. "
El dardo de Noussair Mazraoui al Bayern Múnich,24/09, 
Real Madrid | Florentino Pérez va a espiar a un futbolista,24/09,"El Real Madrid siempre está pendiente de la progresión de varios futbolistas que muestran su calidad en la élite de esta disciplina. Florentino Pérez, presidente merengue, seguirá con mucho interés la actuación de una pieza en su envite frente al Deportivo Alavés. "
El Schalke 04 reacciona a los rumores sobre Raúl,24/09, 
Una amenaza recurrente para la Real Sociedad por Martín Zubimendi,24/09,"El tremendo impacto de Martín Zubimendi en la Real Sociedad continúa causando sensación en la Premier League. Es más, el Liverpool estaría decidido a realizar un nuevo intento por el centrocampista después de recibir calabazas por él hace unas semanas. "
El fichaje que Carlo Ancelotti ha pedido al Real Madrid,24/09, 
El Manchester City ya tiene 3 opciones para suplir a Rodri,24/09,"Después de haber caído lesionado de gravedad el pasado domingo en ese duelo frente al Arsenal, Rodri dice adiós casi al resto de la temporada. Y el Manchester City busca ya soluciones alternativas para reemplazar a quien es una pieza clave. "
Desvelada la fecha del primer Clásico de la temporada,24/09, 
¡Se avecina un cambio radical en el mercado de fichajes!,24/09,"Hace ya tiempo que se especula con esa posibilidad y empieza a sonar con fuerza la idea. El mercado estival de fichajes podría sufrir un cambio importante y radical en las próximas ventanas de transferencias, que afectaría a todos los clubes. Y que muchos aplaudirán. "
¡Sergio Rico escoge nuevo equipo!,24/09, 
El FC Barcelona ya ha decidido qué hacer con la portería,24/09,"Después de muchas horas de especulaciones, y cuando ya han desfilado varios nombres por la agenda, en el cuadro culé tienen claro el siguiente paso que quieren dar para suplir la baja de Marc-André ter Stegen, lesionado el pasado domingo de gravedad. "
El siguiente movimiento que hará el FC Barcelona,24/09, 
Real Madrid | Las increíbles revelaciones sobre el verdadero precio de Endrick,24/09,"Apenas acaba de llegar pero ha encandilado a todos. Endrick suma ya varias participaciones con el primer equipo del Real Madrid y está marcando diferencias, siendo un jugador al que todos siguen con gran atención. Hoy podría ser titular. "
"La grave acusación a Guardiola: ""Ha arruinado el fútbol""",24/09, 
¿Vuelve a plantearse el Manchester United un cambio de técnico?,24/09,"Los rumores sobre un posible cambio de técnico en el Manchester United vuelven a cobrar fuerza. En Italia aseguran que los diablos rojos se han interesado por el actual preparador del Inter de Milán, el transalpino Simone Inzaghi. "
Se complica el futuro de Assane Diao en el Real Betis,24/09, 
"Wojciech Szczesny, listo para aceptar el desafío del FC Barcelona",24/09,"Al igual que el chileno Claudio Bravo, el arquero polaco Wojciech Szczesny también estaría dispuesto a desempolvar los guantes si recibe una llamada del FC Barcelona. El meta anunció su retirada el pasado mes de agosto "
Una vía para que Joe Gomez se marche del Liverpool,24/09, 
Florian Wirtz tiene un precio demencial,24/09,"Vinculado con Real Madrid, Manchester City y Liverpool, el joven talento germano Florian Wirtz levanta pasiones. El Bayer Leverkusen no valora perderlo así como así y demanda una cifra XXL por él.  "
"FC Barcelona-Nico Williams, el cuento de nunca acabar",24/09,"Una vez más, la prensa catalana insiste en la idea de que el navarro Nico Williams dio su visto bueno al traspaso al FC Barcelona y que la operación no pudo cerrarse por problemas financieros y la presión del Athletic Club. Además, Sport asegura que los culés volverán a la carga el verano que viene.  "
